time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D3_wind,Task
1,0.0458132248239935,0.0040638496662973,0.0307802185540647,0.0458132248239935,0.0040638496662973,0.0307802185540647,-1,2.6411250663737613,2.6411250663737613
2,0.0621091487913841,0.0741543257379901,0.0302545435873747,0.0539611868076888,0.0391090877021437,0.0305173810707197,-1,2.6411250663737613,2.6411250663737613
3,0.0431603266431938,0.0358820279796794,0.0308657959147356,0.0503609000861905,0.0380334011279889,0.0306335193520583,-1,2.6411250663737613,2.6411250663737613
4,0.0,0.0520925145673354,0.032258064516129,0.0350898251448593,0.0540429560950016,0.0311261346727464,-1,2.6411250663737613,2.6411250663737613
5,0.0,0.0504486202446251,0.032258064516129,0.0143867755477312,0.0461410542638799,0.0317939749823312,-1,2.6411250663737613,2.6411250663737613
6,0.0098497812937964,0.0474127409674012,0.0319403296356839,0.0032832604312654,0.0499846252597872,0.032152152889314,-1,2.6411250663737613,2.6411250663737613
7,0.0168830985975446,0.0399462400774777,0.0317134484323372,0.0089109599637803,0.0459358670965013,0.0319706141947167,-1,2.6411250663737613,2.6411250663737613
8,0.0512283366001505,0.0430913777056819,0.0306055375290274,0.0259870721638305,0.0434834529168536,0.0314197718656828,-1,2.6411250663737613,2.6411250663737613
9,0.074551256527687,0.0796955536748385,0.0298531852733004,0.0475542305751274,0.0542443904859994,0.0307240570782216,-1,2.6411250663737613,2.6411250663737613
10,0.0670837955439046,0.1202494536668607,0.0300940711114869,0.064287796223914,0.0810121283491271,0.0301842646379382,-1,2.6411250663737613,2.6411250663737613
11,0.0324747608361438,0.0148170125932188,0.0312104915859308,0.0580366043025785,0.071587339978306,0.0303859159902394,1,2.6411250663737613,2.6411250663737613
12,0.0410070907152917,0.0344667942109029,0.0309352551382163,0.0468552156984467,0.0565110868236608,0.0307466059452113,1,2.6411250663737613,2.6411250663737613
13,0.2798374041972843,0.1101629059561628,0.0232310514775069,0.1177730852495733,0.0531489042534282,0.0284589327338847,1,2.6411250663737613,2.6411250663737613
14,0.3408573986341046,0.0282947578352017,0.0212626645601901,0.2205672978488935,0.0576414860007558,0.0251429903919711,1,2.6411250663737613,2.6411250663737613
15,0.4715701841776085,0.0305128594064281,0.0170461230910448,0.3640883290029991,0.0563235077325975,0.0205132797095806,1,2.6411250663737613,2.6411250663737613
16,0.5144845296509211,0.032437565101753,0.0156617893660993,0.4423040374875446,0.0304150607811276,0.0179901923391114,1,2.6411250663737613,2.6411250663737613
17,0.5788852051552127,0.0344770065888207,0.0135843482207995,0.5216466396612475,0.0324758103656673,0.0154307535593145,1,2.6411250663737613,2.6411250663737613
18,0.6247325886605992,0.0122840160946188,0.0121054003657871,0.572700774488911,0.0263995292617308,0.0137838459842286,1,2.6411250663737613,2.6411250663737613
19,0.5481798814015754,0.0176202402278706,0.014574842535433,0.5839325584057957,0.0214604209704367,0.0134215303740065,1,2.6411250663737613,2.6411250663737613
20,0.4363550357260363,0.03937364512279,0.0181820956217407,0.5364225019294037,0.0230926338150931,0.0149541128409869,1,2.6411250663737613,2.6411250663737613
21,0.3374997097992341,0.0544473681941287,0.0213709771032505,0.4406782089756152,0.0371470845149297,0.0180426384201414,1,2.6411250663737613,2.6411250663737613
22,0.4514512882299567,0.0158951988684551,0.0176951197345175,0.4084353445850757,0.0365720707284579,0.0190827308198362,1,2.6411250663737613,2.6411250663737613
23,0.3521864159225273,0.0090212454216956,0.0208972123895958,0.380379137983906,0.0264546041614265,0.0199877697424546,1,2.6411250663737613,2.6411250663737613
24,0.287281303533992,0.0622620694763742,0.0229909256924518,0.3636396692288253,0.0290595045888416,0.0205277526055217,1,2.6411250663737613,2.6411250663737613
25,0.1320599906101052,0.0446609777476906,0.0279980648190288,0.2571759033555414,0.0386480975485868,0.0239620676336922,1,2.6411250663737613,2.6411250663737613
26,0.1209763457135213,0.0017290878523707,0.0283556017511767,0.1801058799525395,0.0362173783588119,0.0264481974208858,1,2.6411250663737613,2.6411250663737613
27,0.1068511887947595,0.0071890652098714,0.0288112519743625,0.1199625083727953,0.0178597102699776,0.0283883061815227,1,2.6411250663737613,2.6411250663737613
28,0.1470948659353543,0.0120452271378945,0.027513068840795,0.1249741334812117,0.0069877934000456,0.0282266408554447,1,2.6411250663737613,2.6411250663737613
29,0.1562245849772478,0.0266453430476598,0.0272185617749274,0.1367235465691205,0.0152932117984753,0.0278476275300283,1,2.6411250663737613,2.6411250663737613
30,0.2407409104310382,0.01389725355999,0.0244922286957729,0.1813534537812134,0.0175292745818481,0.0264079531038318,1,2.6411250663737613,2.6411250663737613
31,0.2013557730273386,0.0059582276119313,0.0257627169991181,0.1994404228118748,0.0155002747398603,0.0258245024899395,1,2.6411250663737613,2.6411250663737613
32,0.291603286006959,0.002770334453768,0.0228515069030013,0.2445666564884453,0.0075419385418964,0.0243688175326307,1,2.6411250663737613,2.6411250663737613
33,0.2225866037088924,0.0023488633528888,0.0250778514932615,0.2385152209143967,0.0036924751395294,0.0245640251317936,1,2.6411250663737613,2.6411250663737613
34,0.1593884148985888,0.0027628428301963,0.0271165027452068,0.2245261015381467,0.0026273468789511,0.0250152870471565,1,2.6411250663737613,2.6411250663737613
35,0.0852696297080334,0.05173256544066,0.0295074312997408,0.1557482161051716,0.0189480905412484,0.0272339285127364,1,2.6411250663737613,2.6411250663737613
36,0.0877914551122974,0.0741423170980911,0.0294260820931516,0.1108164999063065,0.0428792417896491,0.0286833387126997,1,2.6411250663737613,2.6411250663737613
37,0.1354159902863402,0.0516645738887776,0.0278898067649567,0.1028256917022236,0.0591798188091762,0.0289411067192831,1,2.6411250663737613,2.6411250663737613
38,0.1420629878317825,0.0530865942458584,0.0276753874892973,0.1217568110768066,0.0596311617442424,0.0283304254491352,1,2.6411250663737613,2.6411250663737613
