time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D4_battery,Task
1,0.0247618900724097,0.0034400721535219,0.0314592938686319,0.0247618900724097,0.0034400721535219,0.0314592938686319,-1,0.9410660645739504,0.9410660645739503
2,0.0538101659585924,0.0,0.0305222527110131,0.0392860280155011,0.0017200360767609,0.0309907732898225,-1,0.9410660645739504,0.9410660645739503
3,0.0663180343324616,0.0476019029795882,0.0301187730860496,0.0482966967878213,0.0170139917110367,0.0307001065552315,-1,0.9410660645739504,0.9410660645739503
4,0.1226851708337461,0.0292613450594966,0.0283004783602017,0.0809377903749334,0.0256210826796949,0.0296471680524215,-1,0.9410660645739504,0.9410660645739503
5,0.1914344397206707,0.0383256577494917,0.0260827600090106,0.1268125482956261,0.0383963019295255,0.0281673371517539,-1,0.9410660645739504,0.9410660645739503
6,0.1018116509997849,0.000407988120725,0.0289738177096843,0.1386437538514006,0.0226649969765711,0.0277856853596322,-1,0.9410660645739504,0.9410660645739503
7,0.0899686827348944,0.0004273388224436,0.0293558489440356,0.12773825781845,0.0130536615642201,0.0281374755542435,-1,0.9410660645739504,0.9410660645739503
8,0.0982542537413896,0.0489887052068343,0.0290885724599551,0.0966781958253563,0.0166080107166677,0.0291394130378917,-1,0.9410660645739504,0.9410660645739503
9,0.0668102899698772,0.0442955977563353,0.0301028938719394,0.0850110754820537,0.0312372139285378,0.0295157717586434,-1,0.9410660645739504,0.9410660645739503
10,0.043689061050832,0.0035806171264155,0.0308487399661021,0.0695845349206996,0.0322883066965284,0.0300134020993322,-1,0.9410660645739504,0.9410660645739503
11,0.034124186793579,0.0387203402209166,0.0311572842969813,0.0482078459380961,0.0288655183678891,0.0307029727116743,-1,0.093106606457395,0.09310660645739503
12,0.0053502281010516,0.0469139542858652,0.0320854765128693,0.0277211586484875,0.0297383038777324,0.0313638335919842,-1,0.093106606457395,0.09310660645739503
13,0.0004107726356004,0.0569552690165394,0.0322448137859483,0.013295062510077,0.0475298545077737,0.031829191531933,-1,0.093106606457395,0.09310660645739503
14,0.0331266477944163,0.0114437021003101,0.0311894629743736,0.0129625495103561,0.0384376418009049,0.0318399177577304,-1,0.093106606457395,0.09310660645739503
15,0.0505657687020205,0.0122105303992631,0.0306269106870315,0.0280343963773457,0.0268698338387042,0.0313537291491178,-1,0.093106606457395,0.09310660645739503
16,0.0132009607811432,0.0219509901209582,0.031832227071576,0.03229779242586,0.0152017408735105,0.031216200244327,-1,0.093106606457395,0.09310660645739503
17,0.0374038083545826,0.0070973548286461,0.0310514900530779,0.0337235126125821,0.0137529584496225,0.0311702092705618,-1,0.093106606457395,0.09310660645739503
18,0.0415076635847766,0.0518323533450903,0.0309191076262975,0.0307041442401675,0.0269602327648982,0.0312676082503171,-1,0.093106606457395,0.09310660645739503
19,0.0474591193293562,0.1642994597045583,0.0307271251829239,0.0421235304229051,0.0744097226260982,0.0308992409540998,-1,0.093106606457395,0.09310660645739503
20,0.014751746095547,0.0564908188060448,0.0317822017388533,0.0345728430032266,0.0908742106185644,0.0311428115160249,-1,0.093106606457395,0.09310660645739503
