time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D3_zone,Task
29,0.249747057747906,0.0975843488560145,0.0242017078145836,0.195852632962553,0.1267055587936463,0.0259402376463692,1,1,1
30,0.2342395354987014,0.0654430240792525,0.0247019504677838,0.2151153708259753,0.1046894970491575,0.0253188590056137,1,1,1
31,0.1525189173522848,0.0677439360923392,0.0273380994402488,0.2121685035329641,0.0769237696758687,0.0254139192408721,1,1,1
32,0.1315308524269099,0.0415855968623054,0.0280151337926803,0.1727631017592987,0.058257519011299,0.026685061233571,1,1,1
33,0.1108738191015311,0.0497885528142223,0.0286814897064022,0.1316411962935753,0.0530393619229556,0.0280115743131104,1,1,1
34,0.1749620119073748,0.0583601449869035,0.0266141286481492,0.1391222278119386,0.049911431554477,0.0277702507157439,1,1,1
35,0.0542157203431475,0.0514094485805147,0.0305091703115113,0.1133505171173511,0.0531860487938801,0.0286015962220209,1,1,1
36,0.0589587706352034,0.0626510948202277,0.0303561686891869,0.0960455009619086,0.0574735627958819,0.0291598225496158,1,1,1
37,0.096931804043206,0.0466670139236138,0.0291312321276385,0.0700354316738523,0.0535758524414521,0.0299988570427789,1,1,1
38,0.0482496114981673,0.0461663547405021,0.0307016254355429,0.0680467287255256,0.0518281544947812,0.0300630087507895,1,1,1
39,0.0526689070486363,0.003985252722456,0.0305590675145601,0.0659501075300032,0.032272873795524,0.0301306416925805,1,1,1
40,0.0469390294184269,0.0410079617010944,0.0307439022768249,0.0492858493217435,0.0303865230546842,0.030668198408976,1,1,1
41,0.074887249178275,0.0041162015368593,0.0298423468007008,0.0581650618817794,0.0163698053201366,0.0303817721973619,1,1,1
42,0.105804662921756,0.054666203198333,0.0288450108734917,0.0758769805061527,0.0332634554787622,0.0298104199836724,1,1,1
43,0.0937148238300972,0.005511301936744,0.0292350056829,0.0914689119767094,0.0214312355573121,0.0293074544523642,1,1,1
44,0.0757159044863988,0.0676816673221481,0.0298156159843097,0.0917451304127507,0.0426197241524083,0.0292985441802338,1,1,1
45,0.0366361505074235,0.077611700487665,0.0310762532094379,0.0686889596079732,0.0502682232488523,0.0300422916255492,1,1,1
46,0.044455623359842,0.0673330359735455,0.0308240121496825,0.0522692261178881,0.0708754679277862,0.03057196044781,1,1,1
47,0.0544594567412555,0.0200654822598869,0.0305013078470562,0.0451837435361737,0.0550034062403658,0.0308005244020589,1,1,1
48,0.0038774666644094,0.0184603415099343,0.0321329849463093,0.034264182255169,0.0352862865811222,0.0311527683143493,1,1,1
49,0.0,0.0013703517687445,0.032258064516129,0.0194456411352217,0.0132987251795219,0.0316307857698315,1,1,1
50,0.0,0.0,0.032258064516129,0.0012924888881365,0.0066102310928929,0.0322163713261891,1,1,1
51,0.0,2.306969225403964e-05,0.032258064516129,0.0,0.0004644738203328,0.032258064516129,1,1,1
52,0.0515573607628631,0.0317615381483304,0.0305949238463592,0.0171857869209544,0.0105948692801948,0.0317036842928724,1,1,1
53,0.1007253519039485,0.0457743286770666,0.0290088596160016,0.0507609042222706,0.025852978839217,0.0306206159928299,1,1,1
54,0.0949669770293056,0.0311527192226126,0.0291946136442159,0.0824165632320391,0.0362295286826699,0.0295994657021922,1,1,1
55,0.1204992008806583,0.0197893994347745,0.0283709935199787,0.1053971766046375,0.0322388157781512,0.0288581555933987,1,1,1
56,0.0620276364823559,0.021130132746069,0.0302571730166981,0.0924979381307733,0.024024083801152,0.0292742600602976,1,1,1
57,0.0242164932993745,0.0013666612545711,0.0314768873129234,0.0689144435541296,0.0140953978118049,0.0300350179498667,1,1,1
58,0.0261566377282999,0.0,0.0314143020087645,0.0374669225033434,0.0074989313335467,0.0310494541127953,1,1,1
59,0.0343335861605288,0.0052140673386629,0.0311505294786926,0.0282355723960677,0.0021935761977446,0.0313472396001268,1,1,1
60,0.0704901510162422,0.0123003032256034,0.0299841886768954,0.043660124968357,0.0058381235214221,0.0308496733881175,1,1,1
