time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D1_wind,Task
1,0.0314737549510698,0.0888119443222758,0.0312427820983525,0.0314737549510698,0.0888119443222758,0.0312427820983525,-1,3.739590520355234,3.739590520355234
2,0.0322211288396235,0.0002317423755765,0.0312186732632379,0.0318474418953467,0.0445218433489262,0.0312307276807952,-1,3.739590520355234,3.739590520355234
3,0.0415577370430738,0.0529024274477553,0.0309174923534492,0.0350842069445891,0.0473153713818692,0.0311263159050132,-1,3.739590520355234,3.739590520355234
4,0.0028067198184421,0.0452837175868446,0.032167525167147,0.0255285285670465,0.0328059624700588,0.0314345635946114,-1,3.739590520355234,3.739590520355234
5,0.0,2.561882266138577e-05,0.032258064516129,0.014788152287172,0.0327372546190871,0.031781027345575,-1,3.739590520355234,3.739590520355234
6,0.0768359559647776,0.0013864249053482,0.0297794852914587,0.0265475585944066,0.015565253771618,0.0314016916582449,-1,3.739590520355234,3.739590520355234
7,0.0475852360966617,0.0011872488381832,0.0307230569001076,0.0414737306871464,0.0008664308553975,0.0309202022358985,-1,3.739590520355234,3.739590520355234
8,0.0423610662431357,5.249315718270669e-05,0.0308915785082859,0.055594086101525,0.0008753889669047,0.0304647068999508,-1,3.739590520355234,3.739590520355234
9,0.0058454530595429,0.0291568476513598,0.0320695015142082,0.0319305851331135,0.0101321965489085,0.0312280456408673,-1,3.739590520355234,3.739590520355234
10,0.0003925789538596,0.0197905478700247,0.0322454006789077,0.0161996994188461,0.016333296226189,0.031735493567134,-1,3.739590520355234,3.739590520355234
11,0.0840649057496268,0.1301333901427648,0.0295462933629152,0.0301009792543431,0.0596935952213831,0.0312870651853437,-1,3.739590520355234,3.739590520355234
12,0.0688734950881352,0.1327154348986101,0.0300363388681246,0.0511103265972072,0.0942131243037999,0.0306093443033158,-1,3.739590520355234,3.739590520355234
13,0.1549722496318301,0.0806135522324571,0.0272589596892958,0.102636883489864,0.1144874590912773,0.0289471973067785,-1,3.739590520355234,3.739590520355234
14,0.2302271478064928,0.066599647327724,0.0248313823288228,0.1513576308421527,0.093309544819597,0.0273755602954144,-1,3.739590520355234,3.739590520355234
15,0.3241309497745426,0.0610140169787974,0.0218022274266276,0.2364434490709552,0.0694090721796595,0.024630856481582,-1,3.739590520355234,3.739590520355234
16,0.3218164159993548,0.1127198748641615,0.0218768898064724,0.2920581711934634,0.080111179723561,0.0228368331873076,-1,3.739590520355234,3.739590520355234
17,0.2994209757390038,0.0538188230462374,0.0225993233632579,0.3151227805043004,0.0758509049630654,0.0220928135321193,-1,3.739590520355234,3.739590520355234
18,0.2050954197029047,0.0665308315564615,0.0256420832353901,0.2754442704804211,0.0776898431556201,0.0233727654683735,-1,3.739590520355234,3.739590520355234
19,0.2743433651239513,0.0734517027486529,0.0234082785443886,0.2596199201886199,0.0646004524504506,0.0238832283810122,-1,3.739590520355234,3.739590520355234
20,0.2664936811486507,0.0567864675515851,0.0236614941564951,0.2486441553251689,0.0655896672855665,0.0242372853120913,-1,3.739590520355234,3.739590520355234
21,0.1852604110569632,0.1315090949323992,0.0262819222239689,0.2420324857765217,0.0872490884108791,0.0244505649749509,-1,3.739590520355234,3.739590520355234
22,0.1559325837069086,0.1256962473431403,0.0272279811707448,0.2025622253041742,0.1046639366090415,0.0257237991837363,-1,3.739590520355234,3.739590520355234
23,0.1622398179224154,0.0615325021013969,0.0270245220025027,0.1678109375620958,0.1062459481256454,0.0268448084657388,-1,3.739590520355234,3.739590520355234
24,0.1733845657564635,0.0469562104964498,0.026665014007856,0.1638523224619292,0.0780616533136623,0.0269725057270345,-1,3.739590520355234,3.739590520355234
25,0.2786157130227183,0.0144473025159668,0.0232704608702348,0.2047466989005324,0.0409786717046045,0.0256533322935312,-1,3.739590520355234,3.739590520355234
26,0.2530773787631305,0.0140237087546278,0.0240942781044151,0.2350258858474374,0.0251424072556815,0.024676584327502,-1,3.739590520355234,3.739590520355234
27,0.1724584003835204,0.0142285371747908,0.026694890310209,0.2347171640564564,0.0142331828151285,0.024686543094953,-1,3.739590520355234,3.739590520355234
28,0.2069071063971873,0.0218734575025923,0.0255836417291229,0.2108142951812794,0.0167085678106703,0.025457603381249,-1,3.739590520355234,3.739590520355234
29,0.1312539020851343,0.0086610259008096,0.028024067674673,0.1702064696219474,0.0149210068593976,0.0267675332380016,-1,3.739590520355234,3.739590520355234
30,0.051516522827859,0.0427348353965641,0.0305962411991013,0.1298925104367269,0.0244231062666553,0.0280679835342991,-1,3.739590520355234,3.739590520355234
31,0.1653223834717877,0.0547222229542431,0.0269250844041358,0.1160309361282604,0.0353726947505389,0.0285151310926367,-1,3.739590520355234,3.739590520355234
32,0.2003861832224844,0.0200790802737381,0.0257939940895972,0.1390750298407104,0.0391787128748484,0.0277717732309448,-1,3.739590520355234,3.739590520355234
33,0.2060023415699081,0.0240231868238276,0.0256128276912932,0.1905703027547268,0.0329414966839363,0.0261106353950088,-1,3.739590520355234,3.739590520355234
34,0.1307505003588847,0.0043388048758456,0.0280403064400359,0.1790463417170924,0.0161470239911371,0.0264823760736421,-1,3.739590520355234,3.739590520355234
35,0.0846203647715059,0.0289251221582436,0.0295283753299514,0.1404577355667663,0.0190957046193056,0.0277271698204268,-1,3.739590520355234,3.739590520355234
36,0.084663544038897,0.0440068841700932,0.0295269824503581,0.1000114697230959,0.0257569370680608,0.0290318880734485,-1,3.739590520355234,3.739590520355234
37,0.1553424944713824,0.0491347049131373,0.0272470163073747,0.1082088010939285,0.0406889037471581,0.0287674580292281,-1,3.739590520355234,3.739590520355234
38,0.1388862446118199,0.003174214499757,0.027777863077038,0.1262974277073665,0.0321052678609959,0.0281839539449236,-1,3.739590520355234,3.739590520355234
39,0.1154723851786689,0.0027363366354661,0.0285331488652042,0.1365670414206238,0.0183484186827868,0.0278526760832056,-1,3.739590520355234,3.739590520355234
40,0.108630416182484,0.0138419057960718,0.0287538575425005,0.1209963486576576,0.0065841523104316,0.0283549564949142,-1,3.739590520355234,3.739590520355234
41,0.0744156536739014,0.003093534496472,0.0298575595589064,0.0995061516783515,0.0065572589760033,0.029048188655537,-1,3.739590520355234,3.739590520355234
42,0.0620747409754013,0.0050297297985561,0.0302556535169225,0.0817069369439289,0.0073217233637,0.0296223568727764,-1,3.739590520355234,3.739590520355234
43,0.1071258876521308,0.0739205949819416,0.028802390720899,0.0812054274338112,0.0273479530923232,0.0296385345989093,-1,3.739590520355234,3.739590520355234
