time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D4_battery,Task
1,0.0033415235908258,0.097676219169449,0.032150273432554,0.0033415235908258,0.097676219169449,0.032150273432554,-1,0.7710660645739501,0.7710660645739501
2,0.0368248084633454,0.0632288421808353,0.0310701674689243,0.0200831660270856,0.0804525306751422,0.0316102204507391,-1,0.7710660645739501,0.7710660645739501
3,0.012441899278658,0.06405518205824,0.0318567129264949,0.017536077110943,0.0749867478028414,0.0316923846093244,-1,0.7710660645739501,0.7710660645739501
4,0.0144566064961809,0.0159313607681393,0.0317917223710909,0.0212411047460614,0.0477384616690715,0.0315728675888367,-1,0.7710660645739501,0.7710660645739501
5,0.0244479747131623,0.1120410240729793,0.0314694201705431,0.0171154934960004,0.0640091889664529,0.0317059518227096,-1,0.7710660645739501,0.7710660645739501
6,0.0614975283301623,0.0651265952158341,0.0302742732796721,0.0334673698465018,0.0643663266856509,0.0311784719404354,-1,0.7710660645739501,0.7710660645739501
7,0.0526431426895952,0.0081857618846307,0.0305598986229162,0.0461962152443066,0.0617844603911481,0.0307678640243772,-1,0.7710660645739501,0.7710660645739501
8,0.0322558709956799,0.0067995867351274,0.0312175525485264,0.0487988473384791,0.0267039812785308,0.0306839081503716,-1,0.7710660645739501,0.7710660645739501
9,0.0224870399889848,0.0033255754003062,0.0315326761293875,0.0357953512247533,0.0061036413400214,0.0311033757669434,-1,0.7710660645739501,0.7710660645739501
10,0.0278727302924694,0.0123732577393955,0.0313589441841138,0.027538547092378,0.0074994732916097,0.0313697242873426,-1,0.7710660645739501,0.7710660645739501
11,0.0330868207751129,0.0740066844575875,0.0311907477169318,0.027815530352189,0.0299018391990964,0.0313607893434777,1,0.077106606457395,0.07710660645739502
12,0.0720445104193331,0.0890821741390318,0.0299340480509892,0.0443346871623051,0.0584873721120049,0.0308279133173449,1,0.077106606457395,0.07710660645739502
13,0.0641694560597257,0.1076631880050766,0.0301880820625894,0.0564335957513906,0.0902506822005653,0.0304376259435035,1,0.077106606457395,0.07710660645739502
14,0.0696859002771956,0.0667752129275174,0.0300101322491227,0.0686332889187514,0.0878401916905419,0.0300440874542338,1,0.077106606457395,0.07710660645739502
15,0.3121211754621547,0.0789294528796669,0.0221896395012208,0.1486588439330254,0.0844559512707536,0.0274626179376443,1,0.077106606457395,0.07710660645739502
16,0.3516141998758411,0.0408860506302579,0.020915670971747,0.2444737585383971,0.0621969054791474,0.0243718142406968,1,0.077106606457395,0.07710660645739502
17,0.3000451784531435,0.0,0.022579187791834,0.3212601845970464,0.0399385011699749,0.0218948327549339,1,0.077106606457395,0.07710660645739502
18,0.510381097000245,0.0,0.0157941581612824,0.3873468251097431,0.0136286835434193,0.0197630056416211,1,0.077106606457395,0.07710660645739502
