time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D2_zone,Task
16,0.5755154605955081,0.0397293329665788,0.0136930496582094,0.4145880675567786,0.0324770862049072,0.0188842558852652,1,1,1
17,0.6282832161173262,0.0611925518639813,0.0119908639962152,0.577127230357004,0.0396185182966078,0.0136410570852579,1,1,1
18,0.6225318806267683,0.0497952691580673,0.0121763909475236,0.6087768524465341,0.0502390513295424,0.0126201015339827,1,1,1
19,0.6038411198101906,0.0374051988686593,0.0127793187158003,0.6182187388514283,0.0494643399635693,0.0123155245531797,1,1,1
20,0.3998972346698523,0.0719716013118355,0.0193581537203273,0.5420900783689371,0.0530573564461873,0.0147712877945504,1,1,1
21,0.2897045622175549,0.0629654896737022,0.0229127560574982,0.4311476388991993,0.057447429951399,0.0183500761645419,1,1,1
22,0.1749582169023329,0.0660540272449763,0.0266142510676666,0.2881866712632467,0.0669970394101713,0.0229617202818307,1,1,1
23,0.1402797174455963,0.0286985599749884,0.0277329123404646,0.2016474988551614,0.052572692297889,0.0257533064885431,1,1,1
24,0.1235235671347461,0.0340815900571235,0.0282734333182339,0.1462538338275585,0.0429447257590294,0.0275401989087884,1,1,1
25,0.1459882778615051,0.1129555612905843,0.027548765230274,0.1365971874806159,0.0585785704408987,0.0278517036296575,1,1,1
26,0.1913951693576251,0.08105616837822,0.0260840267949153,0.1536356714512921,0.0760311065753093,0.0273020751144744,1,1,1
27,0.1484833843479043,0.0828202549583085,0.0274682779242611,0.1619556105223448,0.0922773282090376,0.0270336899831501,1,1,1
28,0.1746992278239894,0.0541234189359306,0.0266226055540648,0.1715259271765062,0.0726666140908197,0.0267249700910804,1,1,1
29,0.1199401235326397,0.005171465191384,0.0283890282731406,0.1477075785681778,0.0473717130285411,0.0274933039171555,1,1,1
30,0.1069252176490209,0.0134268229087132,0.0288088639468057,0.1338548563352166,0.0242405690120093,0.0279401659246704,1,1,1
31,0.1255437946710786,0.0571431013831024,0.0282082646880297,0.117469711950913,0.0252471298277332,0.0284687189693253,1,1,1
32,0.1503645024062807,0.0583032796862805,0.0274075966965715,0.1276111715754601,0.0429577346593653,0.028141575110469,1,1,1
33,0.1252814346849324,0.0236602724291637,0.0282167279133892,0.1337299105874305,0.0463688844995155,0.0279441964326635,1,1,1
34,0.077107076839231,0.0476379304728652,0.029770739456799,0.1175843379768147,0.0432004941961031,0.0284650213555866,1,1,1
35,0.1230531727414542,0.0535911362660983,0.0282886073309208,0.1084805614218725,0.041629779722709,0.0287586915670363,1,1,1
36,0.1099021620894133,0.1375821390555451,0.0287128334809866,0.1033541372233661,0.0796037352648362,0.0289240600895688,1,1,1
37,0.0921157706647827,0.076156154208196,0.0292865880430715,0.1083570351652167,0.0891098098432798,0.028762676284993,1,1,1
38,0.1296237183557035,0.0799627595918104,0.0280766542465902,0.1105472170366332,0.0979003509518505,0.0286920252568828,1,1,1
39,0.0301447652414295,0.0763188749837768,0.0312856527341474,0.0839614180873052,0.0774792629279277,0.029549631674603,1,1,1
40,0.031851618040425,0.0928289147558499,0.0312305929664379,0.0638733672125194,0.0830368497771457,0.0301976333157251,1,1,1
41,0.0842729274558577,0.0897041210003684,0.0295395829852949,0.0487564369125708,0.086283970246665,0.0306852762286267,1,1,1
42,0.065843796957622,0.1439174212204909,0.0301340710658831,0.0606561141513016,0.1088168189922364,0.0303014156725386,1,1,1
43,0.1054978849616918,0.1455590648301445,0.0288549069367196,0.0852048697917238,0.1263935356836679,0.0295095203292992,1,1,1
44,0.0587073658862839,0.1376882653263843,0.0303642785197972,0.0766830159351992,0.1423882504590066,0.0297844188408,1,1,1
45,0.0341350784973839,0.1752493645503144,0.0311569329516972,0.0661134431151199,0.1528322315689478,0.030125372802738,1,1,1
46,0.0529067236175755,0.267045847144174,0.0305513960123362,0.0485830560004144,0.1933278256736243,0.0306908691612769,1,1,1
47,0.0769265056336942,0.1235079792939753,0.0297765643343969,0.0546561025828845,0.1886010636628213,0.0304949644328101,1,1,1
48,0.0872309170785282,0.1958415705656233,0.0294441639652087,0.072354715443266,0.1954651323345909,0.029924041437314,1,1,1
49,0.0994299055145003,0.2225948188540562,0.0290506482092096,0.0878624427422409,0.1806481229045516,0.0294237921696051,1,1,1
50,0.0850711871990974,0.110386601204711,0.0295138326709968,0.0905773365973753,0.1762743302081302,0.0293362149484717,1,1,1
51,0.0611372987490668,0.1819478985905291,0.0302858935887397,0.0818794638208881,0.1716431062164321,0.0296167914896487,1,1,1
52,0.0257638529685044,0.2021210928825946,0.0314269724848869,0.0573241129722228,0.1648185308926115,0.0304088995815412,1,1,1
53,0.0126431675402595,0.1637702750911675,0.0318502204019271,0.0331814397526102,0.1826130888547637,0.0311876954918512,1,1,1
54,0.0177790983369203,0.1469312730295293,0.031684545214938,0.0187287062818947,0.1709408803344304,0.031653912700584,1,1,1
55,0.0366232332605876,0.1017601816541705,0.0310766698948197,0.0223484997125891,0.1374872432582891,0.0315371451705616,1,1,1
56,0.0172629470006697,0.0798331658084292,0.0317011952580429,0.0238884261993925,0.1095082068307096,0.0314874701226002,1,1,1
57,0.0405781087639785,0.1315058394256853,0.0309490932656781,0.0314880963417452,0.1043663956294283,0.0312423194728469,1,1,1
58,0.0451079674449968,0.1303740842890865,0.0308029687920968,0.0343163410698816,0.1139043631744004,0.0311510857719393,1,1,1
59,0.0388961239266469,0.096154231287128,0.0310033508410759,0.0415274000452074,0.1193447183339666,0.0309184709662836,1,1,1
60,0.0433856156280843,0.0788486899427098,0.0308585285281263,0.042463235666576,0.1017923351729748,0.030888282720433,1,1,1
