time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D2_battery,Task
1,0.0002350901099137,0.0367718670525719,0.0322504809641963,0.0002350901099137,0.0367718670525719,0.0322504809641963,-1,0.6954631056835463,0.6954631056835463
2,0.0,0.0404407288329958,0.032258064516129,0.0001175450549568,0.0386062979427838,0.0322542727401626,-1,0.6954631056835463,0.6954631056835463
3,0.0039979277664969,0.0382195339192993,0.0321290991043065,0.0014110059588035,0.0384773766016223,0.0322125481948773,-1,0.6954631056835463,0.6954631056835463
4,0.004305507391981,0.0517860979659655,0.0321191771809038,0.0027678117194926,0.0434821202394202,0.0321687802671131,-1,0.6954631056835463,0.6954631056835463
5,0.0120276931428255,0.0761551314529509,0.0318700744147475,0.0067770427671011,0.0553869211127386,0.0320394502333193,-1,0.6954631056835463,0.6954631056835463
6,0.0139376553282859,0.1185559205862066,0.0318084627313456,0.0100902852876974,0.0821657166683743,0.0319325714423323,-1,0.6954631056835463,0.6954631056835463
7,0.0480821646111376,0.1190527393817071,0.0307070269480278,0.0246825043607497,0.1045879304736215,0.0314618546980403,-1,0.6954631056835463,0.6954631056835463
8,0.0398479207747131,0.0991957486938482,0.0309726477169447,0.0339559135713789,0.1122681362205873,0.0311627124654393,-1,0.6954631056835463,0.6954631056835463
9,0.0060132640478465,0.0633265391717712,0.032064088256521,0.0313144498112324,0.0938583424157755,0.0312479209738312,-1,0.6954631056835463,0.6954631056835463
10,0.0015594101157335,0.0284972275287934,0.0322077609640086,0.015806864979431,0.0636731717981376,0.0317481656458248,-1,0.6954631056835463,0.6954631056835463
11,0.031372709629029,0.0890029516209952,0.03124604162487,0.0129817945975363,0.0602755727738533,0.0318392969484665,-1,0.0695463105683546,0.06954631056835463
12,0.0353827931723633,0.0699757918542722,0.031116684091214,0.0227716376390419,0.0624919903346869,0.0315234955600309,-1,0.0695463105683546,0.06954631056835463
13,0.0446734938226365,0.0296350728925347,0.0308169840702375,0.0371429988746763,0.0628712721226007,0.0310599032621072,-1,0.0695463105683546,0.06954631056835463
14,0.0824066738227506,0.0752620274729587,0.0295997847153951,0.0541543202725835,0.0582909640732552,0.0305111509589489,-1,0.0695463105683546,0.06954631056835463
15,0.0829875952076714,0.1517340323244117,0.0295810453158815,0.0700225876176862,0.085543710896635,0.0299992713671714,-1,0.0695463105683546,0.06954631056835463
16,0.0997551187065079,0.0919403208569098,0.0290401574610803,0.0883831292456433,0.1063121268847601,0.0294069958307856,-1,0.0695463105683546,0.06954631056835463
17,0.1729594286432165,0.1228649744959757,0.0266787281082833,0.1185673808524653,0.1221797758924324,0.0284333102950817,-1,0.0695463105683546,0.06954631056835463
18,0.1602513889564543,0.0881997314817072,0.0270886648723724,0.1443219787687263,0.1010016756115309,0.027602516813912,-1,0.0695463105683546,0.06954631056835463
19,0.1558337623082987,0.0883182486748799,0.0272311689577968,0.1630148599693232,0.0997943182175209,0.0269995206461508,-1,0.0695463105683546,0.06954631056835463
20,0.0994759390463672,0.0756491022441549,0.0290491632565688,0.1385203634370401,0.0840556941335807,0.0277896656955793,-1,0.0695463105683546,0.06954631056835463
21,0.1305701775551076,0.0415052884887642,0.0280461233046739,0.1286266263032578,0.0684908798025997,0.0281088185063465,-1,0.0695463105683546,0.06954631056835463
22,0.0945108440574322,0.1286780451941773,0.0292093276110505,0.108185653552969,0.0819441453090322,0.0287682047240977,-1,0.0695463105683546,0.06954631056835463
23,0.0889343432809666,0.0359710377892868,0.029389214732872,0.1046717882978355,0.0687181238240761,0.0288815552161988,-1,0.0695463105683546,0.06954631056835463
24,0.0908596182262197,0.0333832611893734,0.0293271090894767,0.0914349351882062,0.0660107813909458,0.0293085504777998,-1,0.0695463105683546,0.06954631056835463
25,0.1369388997313828,5.476750926221633e-05,0.0278406806538263,0.1055776204128564,0.0231363554959741,0.0288523348253917,-1,0.0695463105683546,0.06954631056835463
26,0.1976293176852053,0.0048230313883424,0.0258829252359611,0.1418092785476026,0.0127536866956593,0.0276835716597547,-1,0.0695463105683546,0.06954631056835463
27,0.2390656307802211,0.070987665354734,0.0245462699748315,0.1912112827322697,0.0252884880841129,0.0260899586215396,-1,0.0695463105683546,0.06954631056835463
28,0.2709506958776823,0.0745771102411643,0.0235177194878167,0.2358818814477029,0.0501292689947469,0.0246489715662031,-1,0.0695463105683546,0.06954631056835463
29,0.2087566984951085,0.0736201617730755,0.0255239774678997,0.2395910083843373,0.073061645789658,0.0245293223101826,-1,0.0695463105683546,0.06954631056835463
30,0.201065338593786,0.0783346577377698,0.0257720858518133,0.2269242443221923,0.0755106432506699,0.0249379276025099,-1,0.0695463105683546,0.06954631056835463
31,0.2665286220141736,0.0050457800677938,0.0236603670318008,0.2254502197010227,0.0523335331928797,0.0249854767838379,-1,0.0695463105683546,0.06954631056835463
32,0.2264453942132355,0.0433083774083371,0.0249533743802182,0.2313464516070651,0.0422296050713003,0.0247952757546108,-1,0.0695463105683546,0.06954631056835463
33,0.1703825805859726,0.0484078224166132,0.0267618522391621,0.2211188656044606,0.0322539932975814,0.025125197883727,-1,0.0695463105683546,0.06954631056835463
34,0.1505206523743083,0.0509034479894337,0.0274025596008287,0.1824495423911722,0.0475398826047947,0.0263725954067363,-1,0.0695463105683546,0.06954631056835463
35,0.1971573131575673,0.0354741890214951,0.0258981511884655,0.1726868487059494,0.0449284864758474,0.0266875210094855,-1,0.0695463105683546,0.06954631056835463
36,0.2436876347723988,0.0992294779504363,0.0243971730718581,0.1971218667680915,0.0618690383204551,0.0258992946203841,-1,0.0695463105683546,0.06954631056835463
37,0.1003702195289721,0.0388317075652582,0.0290203154990654,0.180405055819646,0.0578451248457299,0.026438546586463,-1,0.0695463105683546,0.06954631056835463
38,0.1562095762726758,0.0350524251858231,0.0272190459266878,0.1667558101913489,0.0577045369005059,0.0268788448325371,-1,0.0695463105683546,0.06954631056835463
39,0.2255453770238093,0.083663082257893,0.0249824071927803,0.160708390941819,0.0525157383363248,0.0270739228728445,-1,0.0695463105683546,0.06954631056835463
40,0.2545789598277063,0.1095001062827089,0.0240458400055578,0.2121113043747304,0.0760718712421417,0.0254157643750086,-1,0.0695463105683546,0.06954631056835463
41,0.1955384125165062,0.1259053289783911,0.0259503737897901,0.2252209164560072,0.106356172506331,0.0249928736627094,-1,0.0695463105683546,0.06954631056835463
42,0.1398619121871177,0.0523163883459558,0.0277463899294478,0.1966597615104434,0.0959072745356853,0.0259142012415985,-1,0.0695463105683546,0.06954631056835463
43,0.0621818640685259,0.0532580460208217,0.0302521979332733,0.1325273962573833,0.0771599211150562,0.0279829872175037,-1,0.0695463105683546,0.06954631056835463
44,0.1294256410314629,0.0403092640522922,0.0280830438376947,0.1104898057623688,0.0486278994730233,0.0286938772334719,-1,0.0695463105683546,0.06954631056835463
45,0.1139708096104586,0.0520785172044788,0.0285815867867594,0.1018594382368158,0.0485486090925309,0.0289722761859091,-1,0.0695463105683546,0.06954631056835463
46,0.0435233168259546,0.0617567103759648,0.0308540865540014,0.095639922489292,0.051381497210912,0.0291729057261518,-1,0.0695463105683546,0.06954631056835463
47,0.0660347705665838,0.0713746848128526,0.0301279106268843,0.0745096323343323,0.0617366374644321,0.029854527989215,-1,0.0695463105683546,0.06954631056835463
48,0.0568221228596254,0.0827486134306657,0.0304250928109798,0.0554600700840546,0.071960002873161,0.0304690299972885,-1,0.0695463105683546,0.06954631056835463
49,0.0363907579228298,0.0476964446184657,0.0310841690992635,0.0530825504496796,0.0672732476206614,0.0305457241790425,-1,0.0695463105683546,0.06954631056835463
50,0.0353221625193604,0.0384454894237061,0.0311186399187303,0.0428450144339385,0.0562968491576125,0.0308759672763245,-1,0.0695463105683546,0.06954631056835463
51,0.0496692542260628,0.0467016856859173,0.0306558305088366,0.0404607248894177,0.0442812065760297,0.0309528798422768,-1,0.0695463105683546,0.06954631056835463
52,0.0998469402355372,0.0505245082381257,0.0290371954762729,0.0616127856603201,0.0452238944492497,0.0302705553012799,-1,0.0695463105683546,0.06954631056835463
53,0.1639825992601675,0.0848895305540023,0.026968303249672,0.1044995979072558,0.0607052414926818,0.0288871097449272,-1,0.0695463105683546,0.06954631056835463
54,0.135366707478022,0.0863318995940943,0.027891396532967,0.1330654156579089,0.0739153127954075,0.0279656317529706,-1,0.0695463105683546,0.06954631056835463
55,0.1142898807222777,0.0981846710459339,0.0285712941702491,0.1378797291534891,0.0898020337313435,0.0278103313176293,-1,0.0695463105683546,0.06954631056835463
