time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D3_rotor,Task
22,0.2084554571988201,0.0704876169671067,0.0255336949290703,0.2726577290626561,0.0704810295628375,0.0234626539012046,1,1,1
23,0.1242009063879878,0.110516822840308,0.0282515836649036,0.1944925108446567,0.0842010366700065,0.0259841125533981,1,1,1
24,0.185581400792115,0.1351698656094584,0.0262715677163833,0.172745921459641,0.1053914351389577,0.0266856154367857,1,1,1
25,0.1631133340773011,0.0387639077454443,0.0269963440620225,0.1576318804191347,0.0948168653984036,0.0271731651477698,1,1,1
26,0.1354620136598685,0.1444969112108542,0.0278883221400042,0.1613855828430949,0.106143561521919,0.0270520779728033,1,1,1
27,0.1310539777286391,0.1041364955870767,0.0280305168474632,0.1432097751552696,0.0957991048477917,0.02763839434983,1,1,1
28,0.0762030231854754,0.0860604499961526,0.0297999024778878,0.114239671524661,0.1115646189313612,0.0285729138217851,1,1,1
29,0.0882948617103442,0.1121926372962937,0.029409843170634,0.0985172875414863,0.1007965276265077,0.0290800874986617,1,1,1
30,0.0866091627170495,0.0987415145697337,0.0294642205575145,0.0837023492042897,0.0989982006207267,0.0295579887353454,1,1,1
31,0.078763983589632,0.0027450041016777,0.0297172908519473,0.0845560026723419,0.0712263853225684,0.0295304515266986,1,1,1
32,0.1032093459816489,0.0019460366951508,0.0289287307747855,0.0895274974294435,0.0344775184555207,0.0293700807280824,1,1,1
33,0.1217708914075297,0.0009858180750541,0.0283299712449183,0.1012480736596035,0.0018922862906275,0.0289919976238837,1,1,1
34,0.1022749721230406,0.0017874450555879,0.0289588718669986,0.1090850698374064,0.0015730999419309,0.0287391912955675,1,1,1
35,0.0704807288950964,0.0858948757622957,0.0299844926162872,0.0981755308085556,0.0295560462976459,0.0290911119094014,1,1,1
36,0.0948440721665755,0.0967519990505062,0.0291985783172072,0.0891999243949042,0.0614781066227966,0.0293806476001643,1,1,1
37,0.0937444401107048,0.0420023678122397,0.0292340503190095,0.0863564137241256,0.0748830808750139,0.0294723737508346,1,1,1
38,0.0615386250776315,0.0288768422191928,0.0302729475781409,0.0833757124516373,0.0558770696939796,0.0295685254047858,1,1,1
39,0.0872288889951962,0.0479862575122207,0.0294442293872517,0.0808373180611776,0.0396218225145511,0.0296504090948007,1,1,1
40,0.0548270815085832,0.0602951035823911,0.030489448983594,0.0678648651938037,0.0457194011046015,0.0300688753163289,1,1,1
41,0.0079953657800688,0.0708257454149955,0.0320001494909655,0.0500171120946161,0.0597023688365358,0.0306446092872704,1,1,1
42,0.0153132082025354,0.1414859293729382,0.0317640900579827,0.0260452184970625,0.0908689261234416,0.0314178961775141,1,1,1
43,0.0133144480368008,0.1750244069318621,0.0318285661923612,0.0122076740064684,0.1291120272399319,0.0318642685804365,1,1,1
44,0.0111044356619488,0.1339538020665046,0.0318998569141306,0.0132440306337617,0.150154712790435,0.0318308377214915,1,1,1
45,0.0456195999858916,0.0387982591883494,0.0307864645165841,0.0233461612282137,0.115925489395572,0.0315049625410253,1,1,1
46,0.0428675314415917,0.0696999500330415,0.0308752409212389,0.0331971890298107,0.0808173370959651,0.0311871874506512,1,1,1
47,0.0421368478116796,0.0991295297729499,0.0308988113609135,0.0435413264130543,0.0692092463314469,0.0308535055995788,1,1,1
48,0.0440616873322088,0.0419897697226722,0.0308367197634771,0.0430220221951601,0.0702730831762212,0.0308702573485432,1,1,1
49,0.023140991185256,0.0458064465786782,0.0315115809295078,0.0364465087763815,0.0623085820247668,0.0310823706846328,1,1,1
50,0.0496666563471137,0.0008419663411536,0.0306559143113834,0.0389564449548595,0.0295460608808347,0.0310014050014561,1,1,1
51,0.0534425045070371,0.0007266073228724,0.0305341127578375,0.0420833840131356,0.0157916734142347,0.0309005359995762,1,1,1
52,0.0342187793257345,0.0134336251201912,0.0311542329249763,0.0457759800599618,0.0050007329280724,0.0307814199980657,1,1,1
53,0.0659747656237158,0.0180781429498822,0.0301298462702027,0.0512120164854958,0.0107461251309819,0.0306060639843388,1,1,1
54,0.0829683159606569,0.0725940319839416,0.0295816672270755,0.0610539536367024,0.0347019333513383,0.0302885821407515,1,1,1
55,0.0882844932919589,0.0542215118225187,0.0294101776357432,0.0790758582921106,0.0482978955854475,0.0297072303776738,1,1,1
56,0.015808723301393,0.0544390478006673,0.031748105699955,0.0623538441846696,0.0604181972023759,0.0302466501875913,1,1,1
57,0.0182084546484908,0.0640783850022294,0.031670695011339,0.0407672237472809,0.0575796482084718,0.0309429927823457,1,1,1
58,0.015933054203969,0.07153160568478,0.0317440950256784,0.0166500773846176,0.0633496794958922,0.0317209652456574,1,1,1
59,0.0074872883508245,0.0007090692473996,0.0320165390854572,0.0138762657344281,0.045439686644803,0.0318104430408249,1,1,1
60,0.0421216088468644,0.0049922443407197,0.0308993029404237,0.021847317133886,0.0257443064242997,0.0315533123505198,1,1,1
