time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D1_wind,Task
1,0.0203535657494904,0.1080359571604233,0.0316014978790486,0.0203535657494904,0.1080359571604233,0.0316014978790486,-1,3.739590520355234,3.739590520355234
2,0.0246502764198048,0.1740692765072041,0.0314628943090385,0.0225019210846476,0.1410526168338137,0.0315321960940436,-1,3.739590520355234,3.739590520355234
3,0.0107506380000708,0.1675146953579113,0.0319112697419332,0.018584826723122,0.1498733096751796,0.0316585539766734,-1,3.739590520355234,3.739590520355234
4,0.0413203993954885,0.2486865883612589,0.0309251484065971,0.025573771271788,0.1967568534087914,0.0314331041525229,-1,3.739590520355234,3.739590520355234
5,0.1121304637387276,0.1093964874931175,0.0286409527826216,0.054733833711429,0.1751992570707626,0.0304924569770506,-1,3.739590520355234,3.739590520355234
6,0.1122750351581404,0.1614621392509377,0.028636289188447,0.0885752994307855,0.173181738368438,0.0294007967925553,-1,3.739590520355234,3.739590520355234
7,0.0839359266956228,0.1369749132957151,0.0295504539775605,0.1027804751974969,0.1359445133465901,0.0289425653162097,-1,3.739590520355234,3.739590520355234
8,0.1078171624973866,0.1250562865926546,0.0287800915323423,0.1013427081170499,0.1411644463797691,0.02898894489945,-1,3.739590520355234,3.739590520355234
9,0.1079183988717149,0.0992103884118056,0.0287768258428479,0.0998904960215748,0.1204138627667251,0.0290357904509169,-1,3.739590520355234,3.739590520355234
10,0.1178177579304477,0.1053840955879435,0.0284574916796629,0.1111844397665164,0.1098835901974679,0.028671469684951,-1,3.739590520355234,3.739590520355234
11,0.0948511874947907,0.0544836476752162,0.0291983487904906,0.1068624480989844,0.0863593772249884,0.0288108887710005,1,3.739590520355234,3.739590520355234
12,0.0928397691700065,0.0017782825059358,0.0292632332525804,0.1018362381984149,0.0538820085896985,0.0289730245742446,1,3.739590520355234,3.739590520355234
13,0.133020148460443,0.0056908534898536,0.0279670919851469,0.1069037017084134,0.0206509278903352,0.028809558009406,1,3.739590520355234,3.739590520355234
14,0.278803235879637,0.057902896003044,0.0232644117458181,0.1682210511700288,0.0217906773329445,0.0268315789945152,1,3.739590520355234,3.739590520355234
15,0.4369111949360408,0.0698625033319063,0.0181641550020631,0.2829115264253736,0.044485417608268,0.0231318862443427,1,3.739590520355234,3.739590520355234
16,0.5405344015900697,0.0848166324425688,0.0148214709164493,0.4187496108019159,0.0708606772591731,0.0187500125547769,1,3.739590520355234,3.739590520355234
17,0.6754275324947119,0.0181732453353862,0.0104700795969447,0.5509577096736075,0.0576174603699538,0.0144852351718191,1,3.739590520355234,3.739590520355234
18,0.6372207235712669,0.0130920904914018,0.0117025573041526,0.6177275525520162,0.038693989423119,0.0123313692725156,1,3.739590520355234,3.739590520355234
19,0.5598013378203975,0.0106345230862859,0.0141999568445033,0.6241498646287921,0.0139666196376913,0.0121241979152002,1,3.739590520355234,3.739590520355234
20,0.5133349007671942,0.0064284245024934,0.0156988741688001,0.5701189873862863,0.0100516793600604,0.013867129439152,1,3.739590520355234,3.739590520355234
21,0.4735364994530898,0.0240189174567503,0.0169826935660293,0.5155575793468938,0.0136939550151765,0.0156271748597776,1,3.739590520355234,3.739590520355234
22,0.437923364080002,0.0237857812082609,0.018131504384516,0.4749315881000953,0.0180777077225015,0.0169376907064485,1,3.739590520355234,3.739590520355234
23,0.4841254567194325,0.0075880926634305,0.0166411142993731,0.4651951067508414,0.0184642637761472,0.0172517707499728,1,3.739590520355234,3.739590520355234
24,0.3012737237735986,0.0409422791658514,0.0225395572976258,0.4077741815243443,0.0241053843458476,0.019104058660505,1,3.739590520355234,3.739590520355234
