time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D2_battery,Task
1,0.0,0.0508383558764319,0.032258064516129,0.0,0.0508383558764319,0.032258064516129,-1,0.8392571519901794,0.8392571519901794
2,0.0349259180938788,0.0111511870673569,0.0311314219969716,0.0174629590469394,0.0309947714718944,0.0316947432565503,-1,0.8392571519901794,0.8392571519901794
3,0.057852961901762,0.0527407349966273,0.0303918399386528,0.0309262933318802,0.0382434259801387,0.0312604421505845,-1,0.8392571519901794,0.8392571519901794
4,0.0549233056466243,0.0733120530738755,0.0304863449791411,0.049234061880755,0.0457346583792866,0.0306698689715885,-1,0.8392571519901794,0.8392571519901794
5,0.0630697688318206,0.0513065716050691,0.0302235558441348,0.0586153454600689,0.059119786558524,0.0303672469206429,-1,0.8392571519901794,0.8392571519901794
6,0.0839062269762989,0.0441443367042921,0.0295514120330226,0.0672997671515813,0.0562543204610789,0.0300871042854328,-1,0.8392571519901794,0.8392571519901794
7,0.0579841369868534,0.0095665821379018,0.030387608484295,0.068320044264991,0.0350058301490877,0.0300541921204841,-1,0.8392571519901794,0.8392571519901794
8,0.1029101162665696,0.0548270103799341,0.0289383833462396,0.081600160076574,0.0361793097407093,0.0296258012878524,-1,0.8392571519901794,0.8392571519901794
9,0.1409243447530672,0.0333590889307506,0.0277121179111913,0.1006061993354967,0.0325842271495288,0.029012703247242,-1,0.8392571519901794,0.8392571519901794
10,0.0935851926030452,0.0268195981921722,0.0292391873353856,0.1124732178742273,0.0383352325009523,0.0286298961976055,-1,0.8392571519901794,0.8392571519901794
11,0.0470697525900113,0.0976672538421428,0.0307396854003222,0.0938597633153746,0.0526153136550219,0.029230330215633,1,0.0839257151990179,0.08392571519901794
12,0.025366932318928,0.1167542645381329,0.0314397763768087,0.0553406258373282,0.0804137055241493,0.0304728830375055,1,0.0839257151990179,0.08392571519901794
13,0.0083265564777479,0.0406943750301187,0.0319894659200726,0.0269210804622291,0.0850386311367981,0.0313896425657345,1,0.0839257151990179,0.08392571519901794
14,0.1018717776785496,0.0112886099881573,0.0289718781394016,0.0451884221584085,0.0562457498521363,0.030800373478761,1,0.0839257151990179,0.08392571519901794
15,0.3508492644981447,0.0,0.0209403463065114,0.1536825328848141,0.0173276616727586,0.0273005634553285,1,0.0839257151990179,0.08392571519901794
16,0.4137415098344417,0.0016868897693505,0.0189115641988889,0.2888208506703787,0.0043251665858359,0.0229412628816006,1,0.0839257151990179,0.08392571519901794
17,0.2700651134671604,0.0011815449924095,0.0235462866623496,0.3448852959332489,0.0009561449205866,0.02113273238925,1,0.0839257151990179,0.08392571519901794
18,0.316410309051846,0.0,0.0220512803531662,0.3334056441178161,0.0009561449205866,0.0215030437381349,1,0.0839257151990179,0.08392571519901794
19,0.4013125664132039,0.0,0.0193124978576385,0.3292626629774034,0.0003938483308031,0.0216366882910515,1,0.0839257151990179,0.08392571519901794
20,0.4256590851993206,0.0,0.0185271262838928,0.3811273202214569,0.0,0.0199636348315659,1,0.0839257151990179,0.08392571519901794
21,0.5667393619562687,0.0015181242457542,0.0139761496143139,0.4645703378562644,0.0005060414152514,0.0172719245852817,1,0.0839257151990179,0.08392571519901794
22,0.5088265944579533,0.0014255849868375,0.0158443034045821,0.5004083472045142,0.0009812364108639,0.0161158597675963,1,0.0839257151990179,0.08392571519901794
23,0.4570648872868201,0.0030052021826889,0.0175140358939735,0.5108769479003473,0.0019829704717602,0.0157781629709565,1,0.0839257151990179,0.08392571519901794
24,0.4316656661354018,0.0030491058943375,0.0183333656085354,0.465852382626725,0.0024932976879546,0.0172305683023637,1,0.0839257151990179,0.08392571519901794
25,0.4592061552879747,0.0030266009522454,0.0174449627326459,0.4493122362367321,0.003026969676424,0.0177641214117183,1,0.0839257151990179,0.08392571519901794
26,0.4202132078465464,0.0009967049481685,0.0187027997468856,0.4370283430899742,0.0023574705982505,0.0181603760293556,1,0.0839257151990179,0.08392571519901794
27,0.3925297081257179,0.0536955852301681,0.0195958158669123,0.423983023753413,0.0192396303768607,0.0185811927821479,1,0.0839257151990179,0.08392571519901794
28,0.328208808311808,0.0871326905288172,0.0216706836028449,0.3803172414280241,0.0472749935690513,0.0199897664055476,1,0.0839257151990179,0.08392571519901794
29,0.3495338207580184,0.0976982015143777,0.0209827799755477,0.3567574457318481,0.0795088257577877,0.0207497598151016,1,0.0839257151990179,0.08392571519901794
30,0.325356956966464,0.0986707722992271,0.0217626788075334,0.3343665286787634,0.0945005547808073,0.0214720474619753,1,0.0839257151990179,0.08392571519901794
31,0.2931159639637993,0.1002860804634857,0.0228027108398774,0.3226689138960938,0.0988850180923635,0.0218493898743195,1,0.0839257151990179,0.08392571519901794
32,0.2750264185728196,0.0030354361940344,0.0233862445621671,0.2978331131676943,0.0673307629855824,0.0226505447365259,1,0.0839257151990179,0.08392571519901794
33,0.3029774073507703,0.0426198254994191,0.0224845997628783,0.2903732632957964,0.0486471140523131,0.0228911850549743,1,0.0839257151990179,0.08392571519901794
34,0.3460280943779908,0.0570004826280152,0.0210958679232906,0.3080106401005268,0.0342185814404896,0.022322237416112,1,0.0839257151990179,0.08392571519901794
35,0.2839055737328945,0.0016248705226096,0.0230998202021646,0.3109703584872185,0.0337483928833479,0.0222267626294445,1,0.0839257151990179,0.08392571519901794
36,0.2143504599470695,0.0740893517402987,0.0253435335500945,0.2814280426859849,0.0442382349636412,0.0231797405585166,1,0.0839257151990179,0.08392571519901794
37,0.2538383417142016,0.0377300025145176,0.0240697309124451,0.2506981251313885,0.0378147415924753,0.0241710282215681,1,0.0839257151990179,0.08392571519901794
38,0.2689736966297668,0.0507182429762976,0.0235814936571042,0.2457208327636793,0.054179199077038,0.0243315860398813,1,0.0839257151990179,0.08392571519901794
39,0.2479480536967129,0.038449517492452,0.0242597402033318,0.2569200306802271,0.0422992543277557,0.0239703215909604,1,0.0839257151990179,0.08392571519901794
40,0.2536852457308968,0.0429438479758382,0.0240746694925517,0.2568689986857921,0.0440372028148626,0.0239719677843292,1,0.0839257151990179,0.08392571519901794
41,0.2410487394545585,0.002901687467808,0.0244822987272723,0.2475606796273894,0.0280983509786994,0.0242722361410519,1,0.0839257151990179,0.08392571519901794
42,0.2450053266904857,0.0027812085486123,0.024354666880952,0.2465797706253136,0.0162089146640862,0.0243038783669253,1,0.0839257151990179,0.08392571519901794
43,0.2731001554063836,0.0026863162639004,0.023448382083665,0.2530514071838092,0.0027897374267736,0.0240951158972964,1,0.0839257151990179,0.08392571519901794
44,0.3533317659589752,0.0045859359595263,0.0208602656142266,0.2904790826852814,0.0033511535906797,0.0228877715262812,1,0.0839257151990179,0.08392571519901794
45,0.2064683958864746,0.006567950642783,0.0255977936810814,0.2776334390839444,0.0046134009554033,0.0233021471263243,1,0.0839257151990179,0.08392571519901794
46,0.2203199598082536,0.0129836094380401,0.0251509690384434,0.2600400405512344,0.0080458320134498,0.0238696761112504,1,0.0839257151990179,0.08392571519901794
47,0.1126599688135631,0.0694469617269353,0.028623871973756,0.1798161081694304,0.0296661739359195,0.0264575448977603,1,0.0839257151990179,0.08392571519901794
48,0.1560393942296277,0.0707161520986952,0.027224535670012,0.1630064409504814,0.0510489077545569,0.0269997922274038,1,0.0839257151990179,0.08392571519901794
49,0.2449961758355775,0.0976125509213923,0.02435496206982,0.1712318462929227,0.0792585549156743,0.026734456571196,1,0.0839257151990179,0.08392571519901794
50,0.309187989779311,0.1258033635363456,0.0222842583942157,0.2367411866148387,0.0980440221854777,0.0246212520446826,1,0.0839257151990179,0.08392571519901794
51,0.278654065468726,0.090536141477336,0.0232692236945572,0.2776127436945382,0.1046506853116913,0.023302814719531,1,0.0839257151990179,0.08392571519901794
52,0.2637156021907615,0.0604251615191094,0.0237511096067496,0.2838525524795994,0.0922548888442637,0.0231015305651742,1,0.0839257151990179,0.08392571519901794
53,0.1819805077725835,0.0864991335105983,0.0263877255557231,0.2414500584773569,0.0791534788356812,0.0244693529523433,1,0.0839257151990179,0.08392571519901794
54,0.2447735162889054,0.0730901965953916,0.0243621446358417,0.2301565420840834,0.0733381638750331,0.0248336599327714,1,0.0839257151990179,0.08392571519901794
55,0.2439331741896987,0.0804401165729033,0.0243892524454935,0.2235623994170625,0.0800098155596311,0.0250463742123528,1,0.0839257151990179,0.08392571519901794
56,0.1837482887349891,0.0942936716305838,0.0263307003633874,0.2241516597378644,0.0826079949329596,0.0250273658149076,1,0.0839257151990179,0.08392571519901794
57,0.2113829595747094,0.0608081926093173,0.0254392593685577,0.2130214741664657,0.0785139936042682,0.0253864040591462,1,0.0839257151990179,0.08392571519901794
58,0.1748023922012218,0.1526392253299462,0.0266192776709283,0.1899778801703067,0.1025803631899491,0.0261297458009578,1,0.0839257151990179,0.08392571519901794
59,0.202096070040078,0.0782044812906476,0.02573883645032,0.1960938072720031,0.0972172997433037,0.0259324578299353,1,0.0839257151990179,0.08392571519901794
60,0.1654925793334789,0.0644026615974047,0.026919594215049,0.1807970138582596,0.0984154560726662,0.0264259027787658,1,0.0839257151990179,0.08392571519901794
