time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D3_wind,Task
1,0.0387899734980645,0.0197863037936195,0.0310067750484495,0.0387899734980645,0.0197863037936195,0.0310067750484495,-1,2.6411250663737613,2.6411250663737613
2,0.0396107675708517,0.1002433965545316,0.0309802978202951,0.0392003705344581,0.0600148501740755,0.0309935364343723,-1,2.6411250663737613,2.6411250663737613
3,0.0381427294287325,0.0764934973792647,0.0310276538893957,0.0388478234992162,0.0655077325758052,0.0310049089193801,-1,2.6411250663737613,2.6411250663737613
4,0.0192295454504904,0.0839247966355481,0.0316377565983712,0.0323276808166915,0.0868872301897815,0.0312152361026873,-1,2.6411250663737613,2.6411250663737613
5,0.0216260955201333,0.0824237081608804,0.0315604485316086,0.0263327901331187,0.0809473340585644,0.0314086196731252,-1,2.6411250663737613,2.6411250663737613
6,0.0130907873975428,0.0694522457958744,0.0318357810516921,0.0179821427893888,0.0786002501974343,0.0316779953938906,-1,2.6411250663737613,2.6411250663737613
7,0.0061539348916295,0.0926480459892332,0.0320595504873667,0.0136236059364352,0.081507999981996,0.0318185933568891,-1,2.6411250663737613,2.6411250663737613
8,0.0433178497071694,0.0184856088100514,0.0308607145255751,0.0208541906654473,0.0601953001983863,0.0315853486882113,-1,2.6411250663737613,2.6411250663737613
9,0.0449029535994243,0.072506830940004,0.030809582141954,0.0314582460660744,0.0612134952464295,0.0312432823849653,-1,2.6411250663737613,2.6411250663737613
10,0.0863435398568466,0.057704764587702,0.0294727890368759,0.0581881143878134,0.0495657347792525,0.030381028568135,-1,2.6411250663737613,2.6411250663737613
11,0.0,0.0,0.032258064516129,0.0437488311520903,0.043403865175902,0.0308468118983196,-1,2.6411250663737613,2.6411250663737613
12,0.0,0.0,0.032258064516129,0.0287811799522822,0.019234921529234,0.0313296393563779,-1,2.6411250663737613,2.6411250663737613
13,0.0,0.0,0.032258064516129,0.0,0.0,0.032258064516129,-1,2.6411250663737613,2.6411250663737613
14,0.0137319472366551,0.0458998209683132,0.0318150984762369,0.0045773157455517,0.015299940322771,0.0321104091694983,-1,2.6411250663737613,2.6411250663737613
15,0.0141370171010258,0.0714803328237587,0.0318020317064185,0.009289654779227,0.0391267179306906,0.0319583982329281,-1,2.6411250663737613,2.6411250663737613
16,0.00242595626802,0.0537963389303589,0.0321798078623219,0.010098306868567,0.0570588309074769,0.0319323126816591,-1,2.6411250663737613,2.6411250663737613
17,0.0469059977050812,0.0474307369356397,0.0307449678159651,0.0211563236913757,0.0575691362299191,0.0315756024615685,-1,2.6411250663737613,2.6411250663737613
18,0.0076730435272602,0.0845341707178386,0.0320105469829916,0.0190016658334538,0.0619204155279457,0.0316451075537595,-1,2.6411250663737613,2.6411250663737613
