time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D3_zone,Task
23,0.1004984102748863,0.1121986327609294,0.0290161803137133,0.1705360763389141,0.0505822869188762,0.0267569007632608,1,1,1
24,0.0957963864337655,0.1124037922621675,0.0291678585021365,0.135958826216971,0.0829715604070838,0.0278722959284848,1,1,1
25,0.097931246858483,0.091851324291683,0.0290989920368231,0.0980753478557115,0.1054845831049266,0.0290943436175576,1,1,1
26,0.0647703147763203,0.0428516629857946,0.0301686995233445,0.0861659826895229,0.082368926513215,0.0294785166874347,1,1,1
27,0.0653339337214147,0.093145601764992,0.0301505182670511,0.076011831785406,0.0759495296808232,0.0298060699424062,1,1,1
28,0.1193146317856071,0.0664678934951614,0.0284092054262707,0.083139626761114,0.0674883860819827,0.0295761410722221,1,1,1
29,0.0808061043574726,0.0799183940506679,0.0296514159884686,0.0884848899548314,0.0798439631036071,0.0294037132272634,1,1,1
30,0.115372593653273,0.084452812526704,0.0285363679466686,0.1051644432654509,0.0769463666908444,0.0288656631204693,1,1,1
31,0.0825562482314122,0.009582882236815,0.0295949597344705,0.0929116487473859,0.0579846962713956,0.0292609145565359,1,1,1
32,0.0369919501311747,0.0016080678072516,0.0310647758022201,0.0783069306719533,0.0318812541902568,0.0297320344944531,1,1,1
33,0.1201099330953281,0.0201209716145968,0.0283835505453119,0.079886043819305,0.0104373072195545,0.0296810953606675,1,1,1
34,0.1067264971725499,0.0330821833132909,0.0288152742847564,0.0879427934663509,0.0182704075783798,0.0294212002107628,1,1,1
35,0.0866568386754442,0.0983131094152372,0.0294626826233727,0.1044977563144407,0.0505054214477083,0.028887169151147,1,1,1
36,0.0855318945725118,0.0525707857535308,0.0294989711428221,0.0929717434735019,0.0613220261606863,0.0292589760169838,1,1,1
37,0.0125015733494207,0.0896799344452393,0.0318547879564703,0.0615634355324588,0.0801879432046691,0.0302721472408884,1,1,1
38,0.0404473060967496,0.0378764325610815,0.0309533127065564,0.0461602580062273,0.0600423842532839,0.0307690239352829,1,1,1
39,0.0683896976139996,0.0403179829022652,0.030051945238258,0.0404461923533899,0.0559581166361953,0.0309533486337616,1,1,1
40,6.414752493831253e-08,0.0383795924656422,0.032258062446854,0.0362790226194246,0.0388580026429963,0.0310877734638895,1,1,1
41,0.0,0.0404736355727666,0.032258064516129,0.0227965872538414,0.0397237369802247,0.031522690733747,1,1,1
42,0.0507303171189205,0.046950103719777,0.0306216026735832,0.0169101270888151,0.0419344439193953,0.031712576545522,1,1,1
43,0.0650183901929331,0.0163157425741457,0.0301606970905505,0.0385829024372845,0.0345798272888964,0.0310134547600875,1,1,1
44,0.0464679480762542,0.0699864019383989,0.030759098449153,0.0540722184627026,0.0444174160774405,0.0305137994044289,1,1,1
45,0.0532381331649878,0.0725217572534356,0.0305407053817745,0.054908157144725,0.0529413005886601,0.0304868336404927,1,1,1
46,0.0983049768869055,0.0490786698415893,0.0290869362294546,0.0660036860427158,0.0638622763444746,0.0301289133534607,1,1,1
47,0.0416810183489015,0.0591824391289864,0.0309135155371322,0.0644080428002649,0.0602609554080038,0.0301803857161204,1,1,1
48,0.000939460431173,0.0418513464291501,0.0322277593409299,0.0469751518889933,0.0500374851332419,0.0307427370358389,1,1,1
49,0.006945358480436,0.1299609610531359,0.0320340206941794,0.0165219457535035,0.0769982488704241,0.0317250985240805,1,1,1
50,0.0054199650064551,0.0828002480125025,0.0320832269352756,0.004434927972688,0.0848708518315962,0.0321150023234616,1,1,1
51,0.0153408625035203,0.1393007627101405,0.0317631979837574,0.0092353953301371,0.1173539905919263,0.0319601485377375,1,1,1
52,0.0492653906994403,0.0981624050245289,0.0306688583645341,0.0233420727364719,0.106754471915724,0.0315050944278557,1,1,1
53,0.0524176824009469,0.0485355372766544,0.0305671715354533,0.0390079785346358,0.0953329016704413,0.0309997426279149,1,1,1
54,0.050046109017948,0.0912492969684759,0.0306436739026468,0.0505763940394451,0.0793157464232197,0.0306265679342114,1,1,1
55,0.0466337881558498,0.0152540567050308,0.0307537487691661,0.0496991931915815,0.0516796303167204,0.0306548647357554,1,1,1
56,0.0030163680982905,0.0038430744341752,0.0321607623194099,0.0332320884240294,0.0367821427025607,0.0311860616637409,1,1,1
57,0.0297966313933203,0.0672983752512525,0.0312968828582799,0.0264822625491535,0.0287985021301528,0.0314037979822853,1,1,1
58,0.0030859906011339,0.0454886055812925,0.0321585164322214,0.0119663300309149,0.0388766850889067,0.0318720538699704,1,1,1
59,0.0030295050801203,0.0532887521358844,0.0321603385458025,0.0119707090248581,0.0553585776561431,0.0318719126121013,1,1,1
60,0.010188407569467,0.1458739854671428,0.0319294062074365,0.005434634416907,0.0815504477281066,0.0320827537284868,1,1,1
