time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D3_rotor,Task
23,0.2322875512826857,0.101127955251057,0.0247649177005585,0.2953167786027668,0.0584774681513965,0.0227317168192655,1,1,1
24,0.1579759946904341,0.10333469652968,0.0271620646874053,0.2339654951590718,0.0838863471688521,0.0247107904787396,1,1,1
25,0.1372811345069743,0.0897852361947691,0.0278296408223556,0.175848226826698,0.0980826293251687,0.0265855410701065,1,1,1
26,0.0815409679070412,0.12582790648957,0.029627710712676,0.1255993657014832,0.106315946404673,0.0282064720741457,1,1,1
27,0.0345922051831395,0.1218990908497695,0.0311421869295761,0.0844714358657183,0.1125040778447029,0.0295331794882026,1,1,1
28,0.0098001865842056,0.1731649217588178,0.0319419294650256,0.0419777865581287,0.1402973063660524,0.0309039423690926,1,1,1
29,0.0453634554365824,0.1025855951140453,0.0307947272439812,0.0299186157346425,0.1325498692408775,0.0312929478795276,1,1,1
30,0.0421534348473345,0.0896152659800561,0.0308982762952472,0.0324390256227075,0.1217885942843064,0.0312116443347513,1,1,1
31,7.144117869540003e-06,0.0397060465652402,0.0322578340607138,0.0291746781339288,0.0773023025531138,0.0313169458666474,1,1,1
32,0.0036610891671536,0.0152126636353761,0.0321399648655756,0.0152738893774525,0.0481779920602241,0.0317653584071789,1,1,1
33,0.0036000297050887,0.0002168302596713,0.0321419345256423,0.0024227543300372,0.0183785134867625,0.0321799111506439,1,1,1
34,0.0525819663741462,0.0027863008214442,0.0305618720524468,0.0199476950821295,0.0060719315721639,0.0316145904812216,1,1,1
35,7.4624164883343235e-06,0.0050775058223024,0.0322578237930165,0.0187298194985744,0.0026935456344726,0.0316538767903685,1,1,1
36,0.0360170888308817,0.0019197789666584,0.0310962229409393,0.0295355058738387,0.0032611952034683,0.0313053062621342,1,1,1
37,0.0454734089486473,2.1897912896870064e-05,0.0307911803564952,0.0271659867320057,0.0023397275672859,0.0313817423634836,1,1,1
38,0.0313663603229279,2.5439238875669702e-06,0.0312462464411958,0.0376189527008189,0.0006480736011476,0.0310445499128768,1,1,1
39,0.0291224996656491,2.882778702154496e-06,0.0313186290430435,0.0353207563124081,9.108205162197178e-06,0.0311186852802449,1,1,1
40,0.0392910454153476,0.0005521554890941,0.0309906114382145,0.0332599684679748,0.0001858607305613,0.0311851623074846,1,1,1
41,0.0313749186783359,0.0210535971498149,0.0312459703652149,0.0332628212531108,0.0072028784725371,0.0311850702821577,1,1,1
42,0.0,0.0392929040501708,0.032258064516129,0.0235553213645611,0.0202995522296933,0.0314982154398528,1,1,1
43,0.0,0.0,0.032258064516129,0.0104583062261119,0.0201155003999952,0.0319206997991576,1,1,1
44,0.0,3.3491875283263974e-05,0.032258064516129,0.0,0.013108798641818,0.032258064516129,1,1,1
45,0.0,0.0403705749072272,0.032258064516129,0.0,0.0134680222608368,0.032258064516129,1,1,1
46,0.0078641635952788,0.0661785883143875,0.0320043818195071,0.0026213878650929,0.035527551698966,0.032173503617255,1,1,1
47,0.017607495211108,0.0709548818617893,0.0316900807996416,0.0084905529354622,0.0591680150278013,0.0319841757117592,1,1,1
48,0.0092007676624781,0.0546638616127153,0.0319612655592749,0.0115574754896216,0.0639324439296307,0.0318852427261412,1,1,1
49,0.0135361786681675,0.0936263416017139,0.0318214135913494,0.0134481471805845,0.0730816950254062,0.0318242533167553,1,1,1
50,0.0131563745024036,0.0562340917797706,0.0318336653386321,0.011964440277683,0.0681747649980666,0.0318721148297521,1,1,1
51,0.0099830242607202,0.0003722912103864,0.0319360314754606,0.0122251924770971,0.050077574863957,0.0318637034684807,1,1,1
52,0.0026437306164716,0.0208570206358803,0.0321727828833396,0.0085943764598651,0.0258211345420124,0.0319808265658108,1,1,1
53,0.002928156631751,0.0952054897409714,0.0321636078505886,0.0051849705029809,0.0388116005290794,0.0320908074031296,1,1,1
54,0.0034007061123501,0.0754445785122245,0.0321483643189564,0.0029908644535242,0.0638356962963587,0.0321615850176282,1,1,1
55,0.0285605116174711,0.1116076997526615,0.0313367576897589,0.0116297914538574,0.0940859226686192,0.0318829099531013,1,1,1
56,0.026270834761304,0.1030595560640744,0.0314106182335063,0.0194106841637084,0.0967039447763202,0.0316319134140739,1,1,1
57,0.0161092235588085,0.1329407261996057,0.0317384121432642,0.0236468566458612,0.1158693273387806,0.0314952626888431,1,1,1
58,1.5150489474197438e-05,0.1055241724370812,0.0322575757906621,0.0141317362698622,0.1138414849002538,0.0318022020558109,1,1,1
59,0.0429538827307012,0.2015263729019177,0.0308724553957838,0.0196927522596613,0.1466637571795349,0.0316228144432367,1,1,1
60,0.0004523320553619,0.179178816660127,0.0322434731595044,0.0144737884251791,0.1620764539997086,0.0317911681153168,1,1,1
