time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D2_battery,Task
1,0.0312120988092283,0.015865224468937,0.0312512226190571,0.0312120988092283,0.015865224468937,0.0312512226190571,-1,0.8954631056835465,0.8954631056835465
2,0.0394595571166163,0.0065705398672242,0.0309851755768833,0.0353358279629223,0.0112178821680806,0.0311181990979702,-1,0.8954631056835465,0.8954631056835465
3,0.0510931552367993,0.1131724260698588,0.0306098982181677,0.040588270387548,0.04520273013534,0.0309487654713694,-1,0.8954631056835465,0.8954631056835465
4,0.0444891475460648,0.0639256845488136,0.0308229307243204,0.0450139532998268,0.0612228834952989,0.0308060015064572,-1,0.8954631056835465,0.8954631056835465
5,0.0140691924191314,0.1293144287065417,0.0318042195993828,0.0365504984006652,0.1021375131084047,0.0310790161806237,-1,0.8954631056835465,0.8954631056835465
6,0.0174096020737044,0.0821531641879676,0.0316964644492353,0.0253226473463002,0.0917977591477743,0.0314412049243129,-1,0.8954631056835465,0.8954631056835465
7,0.1316357624110978,0.1855193208830688,0.028011749599642,0.0543715189679779,0.1323289712591927,0.03050414454942,-1,0.8954631056835465,0.8954631056835465
8,0.0923029901053848,0.1511916333419958,0.0292805487062779,0.0804494515300623,0.139621372804344,0.029662920918385,-1,0.8954631056835465,0.8954631056835465
9,0.0631800237052418,0.1289144778040161,0.0302199992353147,0.0957062587405748,0.1552084773430269,0.0291707658470782,-1,0.8954631056835465,0.8954631056835465
10,0.033862394676299,0.1704461792356739,0.0311657292039903,0.0631151361623085,0.1501840967938953,0.030222092381861,-1,0.8954631056835465,0.8954631056835465
11,0.0623588396374096,0.0850875442291456,0.0302464890439545,0.0531337526729835,0.1281494004229452,0.0305440724944198,1,0.8954631056835465,0.8954631056835465
12,0.099629886606445,0.1007873952649437,0.0290441972062437,0.0652837069733845,0.1187737062432544,0.0301521384847295,1,0.8954631056835465,0.8954631056835465
13,0.1587115930377102,0.041114884378474,0.0271383357084609,0.1069001064271883,0.0756632746241878,0.0288096739862197,1,0.8954631056835465,0.8954631056835465
