time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D4_rotor,Task
37,0.0634047199263594,0.0008085418331626,0.0302127509701174,0.1091994040849615,0.0333950785762931,0.0287355030940335,-1,0,0
38,0.0620840430412711,0.0014530324219024,0.0302553534502815,0.0845844592915564,0.0113280822387755,0.0295295335712401,-1,0,0
39,0.032997059036481,0.0009090169111023,0.0311936432568877,0.0528286073347038,0.0010568637220558,0.0305539158924289,-1,0,0
40,0.0769714905513858,0.029059259099533,0.0297751132080198,0.0573508642097126,0.0104737694775126,0.0304080366383963,-1,0,0
41,0.09795376535473,0.0022311594223142,0.0290982656337183,0.0693074383141989,0.0107331451443165,0.0300223406995419,-1,0,0
42,0.0978994911258069,0.0425773510801264,0.0291000164152965,0.0909415823439742,0.0246225898673245,0.0293244650856782,-1,0,0
43,0.0583797865829136,0.0058451178160014,0.0303748455940995,0.0847443476878168,0.016884542772814,0.0295243758810381,-1,0,0
44,0.0636904916452397,0.006163973182158,0.0302035325275729,0.0733232564513201,0.018195480692762,0.0298927981789896,-1,0,0
45,0.0937367843884278,0.0527977891441215,0.0292342972777926,0.0719356875388604,0.0216022933807603,0.0299375584664883,-1,0,0
46,0.0731947825828805,0.0571406886241421,0.0298969424973264,0.0768740195388493,0.0387008169834739,0.0297782574342306,-1,0,0
47,0.0898169875294448,0.0520032788397707,0.0293607423377598,0.085582851500251,0.0539805855360114,0.0294973273709596,-1,0,0
48,0.0828606787933487,0.065148558610167,0.0295851393937629,0.081957482968558,0.0580975086913599,0.0296142747429497,-1,0,0
49,0.0068514305329117,0.0172195952172695,0.0320370506279705,0.0598430322852351,0.0447904775557357,0.0303276441198311,-1,0,0
50,0.0049199315229952,0.0193897097359543,0.0320993570476453,0.0315440136164186,0.0339192878544636,0.0312405156897929,-1,0,0
51,0.0047510461153611,0.0178428745769484,0.0321048049640206,0.0055074693904227,0.0181507265100574,0.0320804042132121,-1,0,0
52,0.0106810677220857,3.6898495640482e-05,0.0319135139444488,0.0067840151201473,0.012423160936181,0.0320392253187049,-1,0,0
53,0.1186714065525621,0.0081242585168101,0.0284299546273367,0.0447011734633363,0.0086680105297996,0.030816091178602,-1,0,0
54,0.0839093180005918,0.0017236106726651,0.0295513123225615,0.0710872640917465,0.0032949225617052,0.0299649269647823,-1,0,0
55,0.1189790855173578,0.0436135710041944,0.02842002949944,0.1071866033568372,0.0178204800645565,0.0288004321497794,-1,0,0
56,0.1206474184379338,0.0481681545630629,0.0283662123084537,0.1078452739852945,0.0311684454133075,0.0287791847101517,-1,0,0
57,0.0417136897223737,0.0007240224590895,0.0309124616218589,0.0937800645592218,0.0308352493421156,0.0292329011432509,-1,0,0
58,0.0729809996801493,0.0011100003374371,0.0299038387199951,0.0784473692801523,0.0166673924531965,0.0297275042167692,-1,0,0
59,0.0693133198106524,0.0010768338730826,0.0300221509738499,0.0613360030710585,0.0009702855565364,0.0302794837719013,-1,0,0
60,0.0,0.0003096506520077,0.032258064516129,0.0474314398302672,0.0008321616208425,0.0307280180699913,-1,0,0
