time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D4_rotor,Task
1,0.0040336150924202,0.0918990438165496,0.0321279479002445,0.0040336150924202,0.0918990438165496,0.0321279479002445,-1,1,1
2,0.0071693412003213,0.0177334138462277,0.0320267954451509,0.0056014781463707,0.0548162288313887,0.0320773716726977,-1,1,1
3,0.0222741062973059,0.0,0.0315395449581514,0.0111590208633491,0.0365441525542591,0.0318980961011822,-1,1,1
4,0.0520633127606752,0.0588833446575188,0.0305786028141717,0.0271689200861008,0.0255389195012488,0.031381647739158,-1,1,1
5,0.0170636268249746,0.0700104570451699,0.0317076249411298,0.0304670152943186,0.0429646005675629,0.031275257571151,-1,1,1
6,0.0570190426103453,0.0407476525755093,0.0304187405609566,0.0420486607319984,0.056547151426066,0.0309016561054194,-1,1,1
7,0.0339643358848395,0.0362566281324448,0.0311624407779084,0.0360156684400531,0.0490049125843746,0.0310962687599982,-1,1,1
8,0.0046466292632919,0.0318585671226806,0.0321081732495712,0.0318766692528256,0.0362876159435449,0.031229784862812,-1,1,1
9,0.0394149257162562,0.0360267559977934,0.0309866152994756,0.0260086302881292,0.0347139837509729,0.0314190764423184,-1,1,1
10,0.0414833184248764,0.0379000009055458,0.0309198929540362,0.0285149578014748,0.0352617746753399,0.0313382271676943,-1,1,1
11,0.025305406746902,0.0669261806083862,0.0314417610726805,0.0354012169626782,0.0469509791705751,0.0311160897753974,-1,0,0
12,0.0012633584919087,0.1121248255439273,0.03221731101639,0.0226840278878957,0.0723170023526198,0.0315263216810356,-1,0,0
13,0.0011160742653029,0.1164580637329765,0.0322220621204741,0.0092282798347045,0.0985030232950967,0.0319603780698482,-1,0,0
14,0.0001025444453671,0.1172010598750943,0.0322547566307946,0.0008273257341929,0.1152613163839994,0.0322313765892195,-1,0,0
15,0.0720743610647226,0.0024829325464469,0.0299330851269444,0.0244309932584642,0.0787140187181726,0.0314699679594043,-1,0,0
16,0.1115985476550982,0.0609433272358477,0.0286581113659645,0.0612584843883959,0.060209106552463,0.0302819843745678,-1,0,0
17,0.1609552923148728,0.0126761907366597,0.0270659583124234,0.1148760670115645,0.0253674835063181,0.0285523849351108,-1,0,0
18,0.1391022987833621,0.0356069844544893,0.0277708935876334,0.1372187129177777,0.0364088341423322,0.0278316544220071,-1,0,0
19,0.1451073832639859,0.038680536058148,0.0275771811850327,0.1483883247874069,0.0289879037497657,0.0274713443616965,-1,0,0
20,0.2155504264201928,0.0069677376918278,0.0253048249541873,0.1665867028225136,0.027085086068155,0.0268842999089511,-1,0,0
21,0.209874130313129,0.0406032056261327,0.0254879312802216,0.1901773133324359,0.0287504931253695,0.0261233124731472,-1,0,0
22,0.1686136105048233,0.0447392757296764,0.0268189157901669,0.198012722412715,0.030770073015879,0.0258705573415253,-1,0,0
23,0.1400974339506403,0.0842103104209281,0.0277387924532051,0.1728617249228642,0.0565175972589124,0.0266818798411979,-1,0,0
24,0.1094402539530987,0.0557969112210728,0.0287277337434484,0.1393837661361874,0.0615821657905591,0.0277618139956068,-1,0,0
25,0.0558662459472881,0.0,0.0304559275500874,0.1018013112836757,0.0466690738806669,0.0289741512489136,-1,0,0
26,0.0668629411508809,0.0038732868371754,0.0301011954467457,0.0773898136837559,0.019890066019416,0.0297616189134272,-1,0,0
27,0.108579689864184,0.0038884385821962,0.0287554938753489,0.077102958987451,0.0025872418064572,0.0297708722907273,-1,0,0
28,0.0718347749792425,0.0179707401600015,0.029940813710347,0.0824258019981025,0.0085774885264577,0.0295991676774805,-1,0,0
29,0.052595265006557,0.0360333536457523,0.0305614430643046,0.0776699099499945,0.0192975107959833,0.0297525835500001,-1,0,0
30,0.1173889041584653,0.0166591031011715,0.0284713256723075,0.0806063147147549,0.0235543989689751,0.029657860815653,-1,0,0
31,0.1388946825756223,0.0154536555049284,0.0277775908846573,0.1029596172468815,0.0227153707506174,0.0289367865404231,-1,0,0
32,0.1412775500466626,0.0855866422764737,0.0277007241920431,0.1325203789269168,0.0392331336275245,0.0279832135830026,-1,0,0
33,0.137058907352288,0.0848670523293979,0.0278368094402487,0.139077046658191,0.0619691167036,0.0277717081723164,-1,0,0
34,0.1534754277400112,0.0703363260425369,0.0273072442664512,0.1439372950463206,0.0802633402161362,0.0276149259662477,-1,0,0
35,0.1359288774214861,0.0676540214344553,0.0278732620186617,0.1421544041712618,0.0742857999354634,0.0276724385751205,-1,0,0
36,0.1282646149070389,0.0317226724612615,0.0281204962933213,0.1392229733561787,0.0565710066460846,0.0277670008594781,-1,0,0
